overall,soundness,presentation,contribution,PaperId
8,3,4,3,5418
6,3,3,3,5422
6,3,2,3,5403
5,4,4,2,5403
3,2,3,2,5426
3,1,2,2,5242
3,2,2,1,5425
3,2,2,2,5428
3,2,2,2,5433
1,1,1,2,5417
5,2,2,3,5417
3,3,3,2,5425
6,3,3,3,5403
5,3,2,2,5417
8,3,4,3,5422
8,3,4,4,5418
3,2,2,2,5242
6,2,2,3,5242
6,3,3,2,5422
3,2,2,1,5433
6,3,3,3,5242
6,3,3,3,5418
6,2,2,2,5417
6,3,3,2,5426
6,2,3,2,5420
8,3,3,3,4901
6,2,4,2,4901
6,3,3,3,5452
5,3,3,2,5443
6,3,2,3,5443
5,3,3,2,4901
5,3,3,2,5443
6,3,3,2,5419
6,3,4,3,5416
6,3,2,2,5451
6,3,3,2,5443
5,2,1,2,5436
5,2,3,2,5430
3,3,3,1,5452
5,2,2,2,5445
1,1,1,1,5445
5,3,2,2,5419
5,3,2,2,5430
8,3,3,4,5451
8,3,4,3,5420
6,3,3,2,5416
6,3,3,2,5451
5,2,3,2,5430
8,3,2,3,5416
3,2,3,2,5436
8,3,3,3,4901
6,3,2,2,5443
5,2,2,3,5430
5,2,2,2,5420
5,3,2,2,5452
8,3,3,3,5451
5,3,2,2,5452
5,3,3,2,5436
6,4,4,3,5419
6,3,2,2,5419
5,3,3,3,5436
5,2,2,2,5445
5,3,3,2,5420
5,2,3,2,5445
5,2,2,2,5436
5,3,3,2,5435
5,2,2,2,5456
10,4,4,4,5442
8,3,3,3,5442
8,3,3,2,5435
3,1,2,2,5440
6,2,3,2,5442
3,2,3,1,5446
6,3,3,2,542
6,2,3,3,5440
3,3,3,2,5456
8,3,4,3,5414
5,2,2,2,5440
8,3,4,3,5446
6,3,3,2,5414
5,3,2,2,542
5,3,4,2,5414
5,3,3,2,5456
8,3,3,3,542
8,3,4,3,5446
6,2,3,3,5442
6,3,3,2,5442
6,3,3,2,5414
6,3,3,3,5435
8,3,3,3,5446
8,3,3,3,542
5,2,2,2,5456
3,2,1,2,5435
8,4,3,3,5447
5,2,2,2,5440
8,3,3,3,515
5,3,3,2,5167
6,3,3,3,515
1,1,2,1,5182
6,3,2,2,5155
1,1,1,2,5182
8,3,3,3,517
5,3,3,2,5177
3,1,2,4,5137
1,1,1,1,5175
3,2,2,1,5182
6,3,3,3,5154
6,3,2,3,5154
8,3,3,3,5155
5,3,3,3,517
5,2,3,2,5137
3,2,2,1,5175
6,3,3,3,5137
5,2,2,2,5176
5,3,1,2,515
5,3,3,2,5182
1,1,2,2,5176
3,2,2,2,5158
1,1,1,1,5175
5,2,2,2,5176
5,3,3,3,5177
3,2,3,2,5167
5,2,3,2,515
8,3,3,3,5154
6,2,3,2,5155
5,2,2,2,5177
6,3,2,3,5154
6,3,3,3,515
3,2,1,2,5137
3,2,3,1,517
8,3,3,3,5155
5,3,3,3,5472
5,3,3,4,5457
5,2,2,2,5457
3,2,1,2,545
5,2,3,3,5472
6,3,4,3,5447
3,2,2,2,5460
6,2,3,3,5330
6,3,3,3,5447
6,2,3,3,545
3,2,2,1,5463
3,2,1,2,5460
8,3,3,3,5469
5,2,2,2,5472
6,3,3,2,5330
6,3,3,3,545
6,3,2,3,545
5,3,2,2,5330
5,2,3,2,5458
5,3,3,2,5461
5,3,3,2,5458
3,3,2,2,545
8,3,2,2,5461
6,3,3,3,5461
5,3,2,2,5458
6,2,3,3,5469
3,2,1,2,5460
5,3,4,2,5458
8,3,3,3,5461
6,3,3,3,5330
5,2,4,3,5457
3,1,1,2,5460
6,4,3,3,5330
3,2,2,2,5463
3,3,3,2,5469
6,3,3,3,5447
3,3,2,2,5463
5,2,3,2,5431
6,3,2,3,5478
6,2,2,3,5405
8,4,3,3,5439
3,3,2,1,5431
3,3,2,2,5405
5,1,2,1,5437
6,3,4,3,5448
3,2,2,2,5464
6,3,2,3,5464
6,2,2,3,5439
8,3,4,3,5478
3,3,1,2,5431
3,2,3,2,5405
8,3,3,3,5465
6,3,2,3,5471
3,3,2,1,5465
6,3,3,3,5464
3,2,2,3,5431
5,3,3,2,5439
5,3,3,2,5437
6,2,2,2,5471
5,3,2,2,5477
3,2,3,2,5465
3,2,2,2,5473
5,3,1,2,5477
5,2,2,2,5477
5,2,3,2,5405
3,2,2,3,5478
3,3,2,2,5465
1,1,1,1,5473
6,3,2,3,5439
6,2,2,3,5477
8,3,3,3,5471
3,1,3,2,5437
1,1,1,1,5437
6,3,3,3,5448
3,1,2,2,5473
6,3,3,3,5472
3,3,2,2,5473
5,2,3,2,5455
3,1,3,2,547
6,4,3,2,5487
8,3,2,3,5479
8,3,3,3,5448
3,3,2,1,5480
8,3,3,3,5487
5,2,3,2,5480
5,3,2,3,5479
6,3,2,3,5483
5,2,3,2,5483
8,4,3,3,5494
5,3,2,2,5455
1,2,3,1,5455
5,4,4,2,5494
6,3,3,3,5494
3,1,3,2,5474
8,3,3,3,5423
5,2,3,3,5474
5,3,3,3,5474
6,3,3,3,5423
6,3,3,3,547
3,2,3,2,5480
6,3,3,2,5494
6,3,3,3,5483
6,2,2,2,5487
6,2,2,2,5448
5,2,3,2,5480
6,3,3,3,5423
6,3,3,3,5479
6,3,3,3,5487
6,2,3,2,5474
6,3,3,3,547
10,4,4,4,547
5,3,3,2,5455
5,3,2,2,5483
6,3,3,3,548
3,2,3,1,5479
8,4,4,3,5488
3,2,2,1,5441
5,1,3,2,5145
5,3,3,2,5459
3,2,3,2,5488
6,3,3,3,5145
6,2,2,2,5441
6,2,3,2,5486
8,3,4,3,5486
6,3,3,2,5495
3,3,2,2,5441
6,4,3,4,5492
8,4,3,4,5488
5,2,2,2,5486
5,3,3,3,5492
6,3,3,3,5459
5,3,3,2,5486
5,2,2,3,548
8,4,3,4,5492
6,3,3,3,5145
8,3,3,3,5507
6,2,3,2,5507
6,3,3,3,5459
5,2,2,3,548
5,2,2,1,5441
6,3,2,2,5495
6,2,4,2,5495
6,4,3,4,5459
8,3,3,3,5145
3,1,1,2,5508
8,2,3,3,5507
6,3,3,4,548
6,3,3,3,5500
6,2,2,2,5470
8,3,3,3,5506
3,2,2,2,5509
5,2,2,3,4297
5,3,3,2,4297
5,3,3,2,5491
6,3,3,3,5491
6,3,3,3,5500
3,1,1,1,5508
3,1,2,2,5508
6,3,2,3,5506
3,2,3,2,5506
5,3,3,2,5499
6,3,4,3,5384
5,2,3,2,4297
5,3,3,2,5499
3,1,2,2,4297
3,1,2,1,5509
6,3,2,3,54
6,3,3,3,54
6,3,3,3,5470
6,3,3,2,54
5,2,1,3,5491
3,2,1,2,5509
5,3,3,1,5508
6,3,3,3,5384
8,4,3,4,5470
6,3,3,3,5506
6,3,3,3,5500
6,3,2,2,54
5,2,2,2,5384
6,3,3,2,5491
6,3,2,3,5470
6,3,3,2,5500
5,3,3,2,5499
8,3,4,3,5384
5,3,2,2,5499
6,4,3,4,5514
5,3,3,3,5521
8,3,3,4,5512
8,4,4,3,5503
6,3,3,3,5510
3,2,3,2,5521
6,4,4,4,5512
8,4,3,4,5512
3,3,2,2,551
6,3,2,2,5506
6,3,4,2,5517
6,3,3,3,5514
8,3,3,3,5505
5,2,2,2,5514
5,3,3,2,5503
5,2,3,2,5512
6,3,4,3,5503
5,2,2,2,5510
3,2,2,2,551
5,3,2,2,5511
3,2,2,1,5505
5,2,3,2,5510
5,2,3,2,5511
3,2,3,1,5505
5,3,4,2,5517
3,2,1,1,5521
3,1,2,1,551
5,3,3,2,5503
3,1,1,1,551
3,2,3,2,5521
5,4,3,2,5517
5,2,2,2,5510
5,3,2,3,5511
8,3,2,3,5517
5,4,3,2,5514
6,3,3,2,5505
3,2,2,1,5537
6,3,3,3,552
8,3,4,3,546
6,3,2,3,5533
6,3,4,3,5537
5,2,3,2,552
5,3,3,2,552
5,2,3,2,552
8,3,4,4,546
3,2,1,2,5533
3,3,2,3,5537
3,2,3,1,5537
6,3,3,2,5537
6,3,3,3,5475
3,2,3,2,5523
5,2,2,2,5516
5,3,3,2,5533
3,2,1,1,5533
5,3,3,2,5523
3,2,2,2,5523
5,2,2,3,5516
5,2,2,2,5516
6,3,4,3,5536
8,3,3,3,546
5,2,2,2,5536
8,4,4,3,5475
6,2,2,2,5484
8,4,4,3,5484
8,3,4,3,5475
6,3,1,3,5484
3,2,2,2,5523
3,4,2,1,5533
6,3,3,2,5484
8,3,4,4,5475
3,2,3,2,5511
5,2,3,2,5516
5,2,1,2,5540
5,2,3,2,5467
3,2,3,2,5544
8,3,3,3,5467
5,2,2,2,5263
8,4,4,3,5467
3,3,2,2,5528
6,3,2,2,5545
3,2,3,1,5528
6,3,3,2,5541
6,3,3,3,5540
5,2,2,2,5536
5,3,2,2,5544
5,2,3,3,5544
3,2,2,2,5263
6,3,3,3,5393
3,2,2,2,5528
3,3,3,1,5545
5,1,4,1,5393
5,3,3,3,5540
6,3,3,2,5263
3,2,3,1,5541
6,2,3,3,5541
6,1,3,2,5467
5,3,2,3,5541
8,3,2,4,5393
6,2,3,2,5545
3,3,3,2,5545
3,1,1,1,5528
5,2,3,2,5263
6,2,3,2,5540
3,2,2,2,5528
5,3,4,2,5536
6,3,4,3,5263
6,3,3,3,5393
8,3,3,2,5513
6,3,3,3,5513
3,2,1,2,5538
8,3,3,3,5550
3,3,3,2,5550
6,2,3,2,5513
3,2,1,2,5538
3,2,4,3,5539
3,2,2,2,5561
5,2,2,2,5539
5,2,2,3,5561
5,3,2,2,5561
5,2,2,2,5539
5,2,2,2,5557
8,3,4,3,5557
3,2,2,2,5519
8,3,3,3,5513
5,2,2,2,5515
6,3,3,3,5515
5,2,3,2,5519
5,2,2,2,5519
5,3,2,2,5391
3,1,1,1,5538
3,2,2,2,5561
3,2,3,2,5538
3,3,2,2,5539
5,3,3,2,5391
6,3,3,2,5557
5,3,2,2,5550
8,3,3,3,5550
8,3,3,3,5515
5,3,4,2,5552
3,2,2,2,554
8,3,4,3,5527
8,3,3,3,5527
6,3,3,3,5555
5,3,3,2,5223
6,3,3,3,5552
3,3,2,2,5535
5,3,4,1,5527
6,2,2,3,5555
6,4,4,3,5518
5,4,4,3,5535
5,2,1,2,5557
5,2,2,2,554
5,3,2,2,5223
5,4,4,2,5223
5,2,3,1,554
5,3,2,3,5551
5,2,2,3,5551
6,3,3,3,5552
5,2,3,2,5527
3,1,2,3,5518
5,4,4,3,5518
6,2,2,2,554
6,2,2,2,5535
6,3,2,3,5518
8,3,3,3,5555
6,3,3,3,5535
6,3,4,3,5555
3,2,1,2,5153
6,2,2,3,2630
5,3,3,2,5163
5,3,2,2,5181
5,3,2,3,5173
6,3,3,2,516
3,1,3,2,5187
5,2,3,3,5167
6,3,3,2,5159
5,2,3,2,5171
3,2,2,1,5159
6,2,3,3,5153
3,2,3,2,5173
5,2,2,2,516
8,3,3,3,5153
5,2,3,2,516
6,3,3,2,5167
6,3,3,3,5187
5,2,3,3,5159
6,2,3,2,516
5,2,3,2,5173
3,2,3,2,5187
3,2,3,2,5159
5,2,2,3,2630
6,3,3,3,5163
5,2,3,2,5171
8,4,3,4,5153
6,3,3,3,5171
3,2,1,2,5181
5,2,3,2,5163
8,3,4,3,5163
6,3,4,2,5181
5,2,3,2,5181
5,2,3,2,5171
6,3,1,3,5173
5,2,3,2,2630
6,3,3,3,5187
5,3,3,2,5553
6,3,3,2,5558
6,3,3,3,5542
6,3,3,3,555
3,3,3,2,5482
3,2,1,2,5551
8,3,4,3,5524
3,2,2,2,5558
6,3,3,2,5558
6,3,3,2,5532
5,3,3,3,5482
8,4,4,3,5502
8,3,3,3,5558
6,3,3,3,555
6,3,4,2,555
6,3,3,3,5502
8,3,4,3,5532
5,3,3,2,555
5,4,4,4,5567
3,3,2,2,5553
8,3,3,4,5524
6,4,4,3,5553
5,3,3,2,5562
6,3,2,2,5558
6,3,3,3,5532
5,3,3,2,5567
5,3,3,3,5567
6,3,2,3,5502
6,3,3,2,5524
5,3,3,3,5562
5,3,3,2,5562
8,4,4,4,5553
8,3,3,3,5524
6,3,3,2,5502
5,2,2,2,5482
6,3,3,3,5567
6,2,2,2,5532
5,3,3,3,5542
6,3,3,2,5497
5,2,2,2,5530
5,2,1,1,557
3,3,2,2,409
3,3,2,2,5575
3,2,3,2,5560
6,3,3,3,5571
8,3,3,3,557
8,3,3,3,557
6,3,4,3,5571
5,2,3,1,5560
5,2,2,2,5530
6,3,3,3,5530
3,2,1,2,5575
8,4,4,3,5497
5,2,3,2,409
3,2,1,2,5575
6,3,3,3,5542
5,3,3,3,5573
5,2,3,3,5575
6,4,3,4,5575
8,3,3,3,5497
6,3,3,2,5542
5,3,2,2,5530
6,3,3,3,5497
6,3,3,3,409
3,2,3,2,409
3,1,3,2,5573
5,3,3,2,5573
6,3,4,3,5571
3,2,3,2,5573
5,2,1,3,5575
1,1,1,1,5560
5,3,1,3,5575
5,2,2,2,557
1,1,1,1,5584
3,3,2,2,5587
5,2,3,2,5574
3,2,1,1,5587
6,3,3,1,5608
3,2,1,1,5570
6,3,3,3,5566
3,2,1,2,5578
8,3,2,3,5586
6,3,3,3,5583
6,2,2,2,5569
8,3,3,3,5586
6,3,3,3,5586
8,3,3,4,5586
6,3,3,3,5572
3,3,2,2,5578
6,3,4,3,5587
5,2,3,2,5574
6,4,3,3,5587
6,2,4,2,5579
6,3,3,3,5608
3,2,3,1,5574
6,3,3,3,5578
3,1,1,2,5566
3,2,2,2,5578
5,2,2,1,5569
5,3,3,2,5583
5,2,2,2,5572
3,3,3,2,5566
8,3,3,3,5579
3,1,2,1,5584
3,2,2,2,5570
3,2,3,2,5572
3,2,2,2,5584
8,3,4,4,5569
8,4,4,3,5574
6,3,3,3,5579
8,4,3,4,5583
5,2,3,2,5566
5,2,2,2,5608
3,2,3,2,5570
6,3,3,3,5608
5,3,2,2,5589
5,3,2,2,5595
5,2,3,2,5609
5,3,3,2,5606
8,4,3,4,5605
8,4,4,3,5602
3,3,2,2,5609
3,2,2,2,5588
6,3,3,2,5591
3,3,2,2,5588
8,3,3,2,5591
8,3,2,3,5602
5,3,2,4,5588
5,3,3,2,5609
5,2,3,2,5589
5,3,2,3,5588
6,3,2,3,5612
6,3,3,3,5606
6,3,3,3,5589
6,3,2,3,5612
6,3,3,3,560
3,2,2,1,560
8,3,3,3,5605
5,3,3,4,5612
3,2,3,2,5599
5,3,2,2,5612
6,4,4,4,5606
6,2,2,2,5591
6,3,3,3,5595
5,2,3,3,5591
6,2,2,2,5606
8,3,3,3,5589
5,2,2,2,560
6,4,2,2,5602
6,3,4,3,5605
5,2,3,2,560
6,3,2,3,5595
8,3,2,3,5602
6,4,4,3,5599
6,3,3,3,5600
5,2,3,2,5611
6,3,2,3,5592
8,4,3,4,5619
6,3,3,3,501
5,3,4,2,55
5,2,3,2,55
8,3,3,4,55
6,3,3,2,5619
8,3,3,3,5610
3,3,3,2,5611
5,2,2,2,5610
3,3,3,1,5599
5,2,3,3,5617
6,3,3,2,5613
6,3,3,3,5592
6,4,3,3,55
3,3,3,2,5613
6,3,2,3,5617
3,2,3,2,5613
5,2,2,1,5604
6,3,3,3,5592
6,2,3,3,5604
3,2,3,2,5610
3,2,3,2,5599
8,3,4,4,5600
5,3,2,2,5610
3,2,3,1,5604
1,1,1,1,5611
3,3,1,2,5617
5,3,3,2,5611
8,3,4,2,5619
3,1,2,1,5611
3,2,2,1,5600
6,3,4,3,5604
6,3,3,2,5619
6,3,3,3,5610
5,2,2,2,5600
5,3,4,2,5604
5,3,3,2,5636
8,3,3,3,559
5,3,2,2,5614
6,3,4,3,5632
5,3,2,2,501
8,3,4,3,559
5,3,2,3,5632
6,3,3,2,5614
8,3,4,4,559
3,2,1,1,5636
8,3,2,3,501
5,3,2,3,5628
5,2,3,2,5632
6,2,3,3,5615
6,3,3,3,5637
8,3,4,4,559
3,2,1,2,5628
5,3,3,2,5632
6,3,2,3,5615
3,3,2,2,5637
8,2,3,2,5620
6,2,2,2,5614
6,3,3,2,5620
6,3,3,3,5620
5,3,3,2,5615
5,4,3,2,5614
6,3,3,2,5580
6,2,2,2,5580
5,2,3,2,5580
5,2,2,2,5628
3,2,2,2,5628
3,2,2,2,5637
8,3,3,3,5639
8,3,3,3,5543
3,3,3,2,5635
8,3,3,3,5639
6,3,3,3,5543
8,3,3,3,5554
8,3,2,3,5581
5,3,2,2,5636
8,3,3,3,5556
1,1,3,1,5643
6,3,3,3,5635
6,3,3,2,5556
5,3,2,2,5636
8,3,3,3,5622
6,3,3,2,5639
5,2,2,2,5622
6,4,3,2,5635
6,3,3,3,5639
1,2,2,2,5556
8,3,3,3,5643
3,2,2,2,5581
5,3,3,3,5636
5,2,1,3,5581
6,3,3,3,5543
5,3,3,2,5581
3,2,3,2,5643
6,3,3,2,5543
5,1,2,1,5622
6,3,2,2,5581
8,3,2,3,5554
5,2,3,2,5581
8,3,3,4,5554
6,3,2,3,5622
6,3,3,3,5643
8,3,4,3,5635
6,3,2,2,5554
6,3,3,3,5556
3,3,2,2,5630
6,2,3,2,5635
6,3,3,2,5630
3,2,4,3,5660
5,3,2,2,5645
3,2,3,1,5660
5,3,4,3,563
3,1,1,2,5660
6,3,3,2,558
5,1,2,1,563
5,2,2,3,558
5,1,3,2,5631
5,3,3,2,5645
6,3,3,3,563
6,3,3,3,5618
8,3,3,3,5618
3,2,3,1,5593
5,2,2,2,5618
3,2,3,1,5630
3,3,2,2,5651
5,3,3,2,5648
8,3,4,3,5645
5,2,2,2,5631
3,2,3,2,5651
5,2,1,3,5645
3,2,1,2,5621
8,3,3,3,5648
5,2,3,2,5648
8,4,3,3,563
1,2,3,1,5651
5,3,3,2,5630
5,2,2,2,558
6,3,4,3,5660
5,3,3,1,5621
5,2,4,3,5631
5,2,3,2,558
3,2,3,2,5651
5,2,2,2,558
5,2,3,2,5631
5,3,3,3,5618
5,2,3,2,5621
8,3,3,4,5633
6,3,3,3,5661
3,1,3,1,5657
3,2,3,2,5593
5,3,3,3,5661
3,3,4,3,5657
3,1,3,1,5657
5,4,3,2,5642
5,2,2,2,5647
3,2,2,2,5649
8,2,2,2,5647
5,2,2,3,5649
3,3,2,3,565
3,2,1,1,562
6,3,2,3,5652
8,3,4,3,5633
8,3,4,3,5107
8,3,3,3,5633
6,3,3,3,5657
6,3,3,3,5593
8,3,2,3,5647
5,3,2,3,5657
6,3,3,2,5642
5,2,3,3,5107
5,2,3,3,5652
5,3,2,2,5657
5,2,2,2,5649
8,4,4,4,5647
6,3,2,3,565
6,4,3,3,5633
6,3,2,2,5661
5,2,2,2,565
5,3,3,3,5642
6,3,2,3,5107
6,3,3,3,5642
5,2,3,2,5652
6,3,3,2,5593
6,2,3,3,5652
6,2,1,2,5649
5,3,2,3,5671
3,3,3,2,5662
6,3,3,3,5650
1,1,2,1,5656
8,3,3,3,5493
5,2,4,2,5662
6,3,3,2,5493
3,2,3,2,5662
3,2,1,2,5668
5,2,2,2,5493
5,2,2,2,5667
6,4,3,2,5493
6,3,4,3,5650
6,3,4,3,5638
5,3,3,3,5656
3,3,3,3,5658
5,3,2,2,5662
6,2,2,2,5667
5,2,3,2,5667
6,2,3,2,5656
3,2,3,2,5658
6,3,3,3,5656
6,3,3,3,5638
3,3,3,2,562
5,3,3,4,5668
5,3,2,2,5658
3,3,3,2,5658
3,2,2,2,5668
3,2,2,2,5675
3,3,3,2,562
5,1,3,2,5667
6,3,2,3,5638
6,3,2,2,5650
3,2,1,2,5668
3,2,2,2,5675
3,2,2,1,5675
5,2,3,2,5493
3,2,3,3,5656
6,3,2,3,5650
3,2,1,2,5194
3,2,2,2,5194
5,3,2,3,5165
3,2,2,2,5189
5,2,2,2,5174
6,3,3,3,5178
3,3,2,2,5200
5,4,2,2,5165
6,3,3,3,5174
5,3,3,2,5185
6,3,2,3,5178
5,3,3,2,519
5,2,3,2,5189
8,4,4,3,5185
6,3,4,2,518
6,3,3,2,5178
6,3,3,2,5200
5,2,3,2,518
8,3,3,2,5165
5,3,2,2,519
5,3,2,2,5146
5,1,2,2,519
8,3,4,3,5189
6,3,3,2,5146
5,3,3,3,5174
6,3,3,3,5194
6,2,3,2,5178
6,2,2,2,5146
3,3,1,2,518
3,2,3,2,5200
5,3,2,2,5194
3,2,2,1,5200
6,3,3,3,5185
6,3,3,2,5165
5,3,3,2,5189
5,3,2,2,518
5,3,3,2,5174
3,3,3,2,519
3,1,1,2,5673
5,3,3,2,5683
3,1,1,1,5686
3,2,3,2,5686
3,3,3,2,5677
3,2,2,2,5672
6,3,3,2,5481
5,3,3,3,5678
6,3,3,3,5481
1,1,2,1,5686
6,3,3,2,5677
8,3,3,3,5481
5,2,2,2,5678
3,2,1,1,5680
5,2,1,2,5671
3,3,3,1,5676
6,3,3,2,5481
6,3,2,3,5680
6,3,3,2,5672
5,4,4,2,5678
6,3,3,3,5676
6,2,3,2,5481
6,2,3,3,5683
5,3,4,3,5677
3,2,1,2,5686
3,2,1,3,5673
3,2,1,1,5676
3,2,3,2,5678
3,1,3,1,5678
5,3,3,3,5683
3,2,2,1,5680
6,3,3,3,5671
5,3,2,2,5672
8,4,4,4,5676
5,2,3,2,5677
5,3,2,3,5673
8,3,4,3,5683
3,1,2,2,5673
6,3,4,3,5683
6,3,4,3,5671
3,2,1,2,5685
3,3,4,2,5689
6,3,3,3,5689
5,3,3,2,5692
3,2,2,2,5684
6,3,4,3,5654
3,2,2,2,5681
3,3,2,1,5689
5,2,3,3,5682
5,3,3,2,5691
5,3,3,2,5654
6,2,3,2,5663
6,3,3,2,5682
3,3,3,2,5691
10,4,3,4,5663
3,3,3,2,5681
3,2,2,1,5689
5,3,3,2,5682
6,3,3,3,5654
8,4,3,3,5692
3,2,2,2,5663
3,2,1,2,5684
5,2,2,2,5681
3,3,2,2,5680
3,2,3,2,5663
6,3,2,2,5692
5,2,2,2,5684
3,3,2,3,5692
6,3,2,3,5681
5,2,3,2,5691
5,3,3,2,5684
6,3,3,3,5682
6,3,2,3,5691
5,3,3,3,5654
6,4,3,3,5654
1,1,1,1,5685
6,3,3,3,5690
5,3,4,3,5717
6,3,3,3,5706
5,3,3,3,5690
5,3,3,2,5697
6,3,3,3,5687
6,2,3,3,5690
5,2,3,3,567
6,4,3,3,5706
5,2,3,2,568
3,1,1,2,5717
3,3,3,1,5717
3,3,2,3,5685
5,3,2,1,5670
5,3,2,3,5670
6,3,3,3,5706
5,2,3,3,5670
6,4,3,3,5697
3,2,2,2,5703
3,2,2,2,568
6,3,4,3,5670
6,3,3,3,5704
3,2,2,1,5703
5,2,3,2,5697
5,2,3,2,5706
6,3,4,3,5704
5,3,2,3,5704
5,3,2,3,5697
3,3,3,1,5703
5,2,2,2,5690
8,3,3,3,5687
3,2,2,2,5687
3,3,2,2,5685
5,2,2,2,5703
6,3,3,2,5706
5,3,3,2,5688
6,3,2,3,5711
8,3,4,3,5688
6,3,2,3,566
3,2,3,1,567
5,3,3,2,5674
3,2,2,2,5718
5,3,3,2,5701
6,3,3,3,5701
3,2,2,2,5715
5,3,3,2,5716
6,3,2,2,5716
6,3,3,3,5714
5,2,1,2,567
5,2,2,2,5711
5,3,2,3,5688
3,3,2,2,5696
3,2,2,2,5715
6,3,3,3,5674
3,2,2,2,5674
6,3,3,3,5701
5,3,3,2,5718
6,2,3,3,5702
5,2,2,2,567
5,2,2,2,5711
5,3,2,2,5715
3,2,2,2,5702
5,4,3,2,5702
5,2,2,3,5696
6,4,3,3,5701
3,2,2,2,5718
5,2,3,2,5718
5,2,2,1,5702
6,3,3,3,5674
8,3,3,3,566
6,2,2,2,566
3,3,3,2,5716
5,2,2,3,5696
3,2,3,2,5688
8,3,2,3,566
5,3,3,2,5716
5,3,3,2,5720
6,3,3,2,5720
6,3,3,2,5725
6,3,3,3,5714
8,3,4,4,5726
8,3,4,4,56
6,2,2,3,56
5,4,3,3,571
5,3,3,2,5725
8,3,3,3,56
8,3,3,3,5720
6,3,3,2,5722
5,3,2,2,5742
3,1,1,1,5742
5,2,2,2,5725
8,3,3,3,5726
3,2,1,2,571
5,3,3,2,5616
3,3,2,1,5616
8,3,3,3,5714
6,3,3,3,5722
3,3,3,1,5616
6,2,3,2,5726
6,3,3,3,571
8,3,2,3,5726
3,3,3,2,5705
3,2,3,2,5725
6,3,3,3,571
5,3,3,3,5705
5,2,2,2,5705
6,3,3,3,56
8,3,3,3,5722
6,3,3,3,5722
5,3,3,3,5720
3,2,1,2,5742
6,2,3,3,5728
3,2,3,1,5728
6,3,3,3,5740
5,2,2,3,5745
3,2,2,2,5740
5,2,3,2,5719
5,2,3,3,5731
3,2,2,2,5742
3,2,3,2,574
1,2,1,2,5745
5,3,3,3,5719
5,2,2,2,5729
6,3,2,2,5729
8,3,3,3,5659
6,2,2,3,5746
1,2,3,1,5746
5,3,3,2,5731
5,3,3,2,5719
3,2,2,2,5742
3,2,3,2,5731
3,2,2,2,574
5,3,3,2,5729
6,2,2,1,5738
6,3,3,3,574
3,2,1,2,574
3,2,3,2,5746
3,2,1,2,5745
3,2,2,2,5745
8,4,4,3,5659
6,3,3,2,5738
3,2,1,2,5731
3,2,3,2,5719
8,4,4,3,5729
5,3,4,2,5738
8,3,4,3,5728
6,3,2,3,5659
5,3,2,2,5738
3,2,1,1,5746
6,3,3,2,5755
3,2,2,2,5498
6,3,3,3,5629
6,3,3,3,5755
6,3,2,2,5733
6,3,3,3,5755
3,3,2,1,5655
6,3,3,3,5741
8,3,3,3,5629
5,3,3,2,5741
5,2,3,2,5741
6,3,3,3,5751
3,2,2,3,5740
8,3,3,3,5748
6,3,3,3,5751
5,2,2,3,5753
8,4,4,4,5741
6,2,2,3,5753
3,1,2,2,5655
6,3,2,3,5733
6,2,2,3,5740
5,3,3,3,5743
5,3,3,2,5753
3,1,2,2,5655
3,2,3,1,5741
6,3,2,3,5753
3,2,2,3,5640
5,3,3,3,5629
3,3,3,1,5743
6,3,3,3,5733
6,3,2,3,5629
3,2,2,2,5655
6,3,3,2,5751
6,3,3,2,5733
5,3,2,2,5743
3,3,2,1,5743
5,1,2,1,5498
5,2,3,2,5498
5,2,2,2,5759
5,3,4,2,5744
3,1,3,2,5748
6,3,3,2,5748
6,3,3,2,5752
3,3,3,1,5763
8,4,4,3,569
3,3,3,2,5640
6,3,3,2,569
8,4,2,3,5759
3,2,3,2,5754
5,3,2,2,5763
8,3,4,3,5744
3,4,4,3,5767
5,3,2,2,5752
5,3,2,3,5763
6,3,3,3,5759
3,1,2,1,5762
8,3,3,3,5752
8,3,3,3,5752
6,3,3,3,5767
6,3,3,2,5759
3,2,2,2,5744
1,1,3,1,5762
6,4,3,3,5640
6,2,3,2,5640
1,2,2,1,5762
8,3,4,2,5754
6,2,3,3,569
5,3,2,2,5744
5,3,3,2,5744
5,2,3,2,5754
5,2,3,2,5748
6,3,3,3,5767
6,3,3,3,5752
3,3,3,1,5790
1,1,2,1,5795
6,3,3,3,5723
8,3,3,3,573
6,3,3,3,5778
3,3,2,2,5749
5,2,2,2,5723
6,3,3,3,5723
5,3,3,3,5795
5,3,2,2,5760
5,2,1,2,5795
6,3,4,3,5760
6,3,3,2,5749
5,2,3,2,576
5,2,3,2,576
6,2,3,3,5723
5,3,4,2,5795
5,2,2,2,5760
5,3,3,2,5749
3,2,2,1,576
8,4,4,3,573
5,3,3,2,5760
5,3,2,2,5735
8,3,4,3,5782
3,2,1,1,5790
8,3,3,3,5782
6,2,3,2,5735
6,3,3,3,5782
5,3,3,3,576
5,2,2,2,5735
8,3,3,3,5757
5,4,2,2,5757
8,4,4,3,573
5,3,3,3,5782
5,2,2,2,5778
3,2,3,1,5790
6,3,2,3,5749
6,3,4,3,5735
5,3,2,2,5757
8,4,3,3,5779
8,3,2,3,5786
3,2,2,2,5778
5,3,3,2,5784
5,3,3,2,5778
5,2,3,3,5772
