original row number,rating,soundness,presentation,contribution,updated rating,absolute difference,bias percentile
10878,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35296,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5868,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5818,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36071,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20586,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5817,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35714,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11065,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35724,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35747,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35537,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20208,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2424,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20189,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35778,6.0,3.0,3.0,2.0,5.263,0.737,48.66
562,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11083,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2370,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20154,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20150,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20147,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11094,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20143,6.0,3.0,3.0,2.0,5.263,0.737,48.66
7682,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20138,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5756,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2427,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20244,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35711,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20254,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35633,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20375,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44291,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35578,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35598,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11015,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20344,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44277,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20324,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35565,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44266,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5735,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44313,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20293,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35676,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44246,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11053,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11056,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2395,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5702,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5700,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20464,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11100,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10961,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19926,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19983,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44164,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35971,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44386,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19969,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5799,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35984,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35987,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35995,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11166,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20530,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5807,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19900,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44128,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11179,6.0,3.0,3.0,2.0,5.263,0.737,48.66
7647,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19887,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19883,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36055,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19864,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19991,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19997,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2430,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20076,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20119,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20114,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5759,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35854,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20494,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20100,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20497,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35872,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44180,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44176,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35938,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20068,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35907,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5773,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35910,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5775,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20043,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35462,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35925,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35929,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2237,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36373,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43676,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37052,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43775,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11535,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36971,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36974,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36990,6.0,3.0,3.0,2.0,5.263,0.737,48.66
34963,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36993,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18833,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18831,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21050,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18830,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11552,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21052,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10752,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2572,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43760,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43756,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43755,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37035,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37036,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11564,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18882,6.0,3.0,3.0,2.0,5.263,0.737,48.66
6014,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21036,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2566,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18967,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18966,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36864,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2130,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18960,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43814,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36883,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18943,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36890,6.0,3.0,3.0,2.0,5.263,0.737,48.66
6005,6.0,3.0,3.0,2.0,5.263,0.737,48.66
34968,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43806,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36907,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43801,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11515,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36925,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36932,6.0,3.0,3.0,2.0,5.263,0.737,48.66
676,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18895,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44575,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18780,6.0,3.0,3.0,2.0,5.263,0.737,48.66
7553,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35248,6.0,3.0,3.0,2.0,5.263,0.737,48.66
34948,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21125,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37180,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5562,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37184,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37185,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18610,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18608,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44604,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11651,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37238,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21150,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18562,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18560,6.0,3.0,3.0,2.0,5.263,0.737,48.66
34875,6.0,3.0,3.0,2.0,5.263,0.737,48.66
34874,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44609,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21161,6.0,3.0,3.0,2.0,5.263,0.737,48.66
23565,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21169,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21170,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18555,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11634,6.0,3.0,3.0,2.0,5.263,0.737,48.66
6069,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11619,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43729,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10744,6.0,3.0,3.0,2.0,5.263,0.737,48.66
6037,6.0,3.0,3.0,2.0,5.263,0.737,48.66
34939,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11570,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2580,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18756,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21082,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11573,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37075,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37108,6.0,3.0,3.0,2.0,5.263,0.737,48.66
34911,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21099,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37110,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18693,6.0,3.0,3.0,2.0,5.263,0.737,48.66
6057,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37124,6.0,3.0,3.0,2.0,5.263,0.737,48.66
21101,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18670,6.0,3.0,3.0,2.0,5.263,0.737,48.66
37134,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44596,6.0,3.0,3.0,2.0,5.263,0.737,48.66
18969,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19007,6.0,3.0,3.0,2.0,5.263,0.737,48.66
663,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36820,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35200,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11349,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2192,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5917,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11359,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44476,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36584,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19294,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5925,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19292,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5929,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36617,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36622,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36623,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36624,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11389,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36644,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20860,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36646,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2174,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43940,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19367,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36535,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20816,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36468,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36376,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19506,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19502,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11297,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11299,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36421,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36426,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20781,6.0,3.0,3.0,2.0,5.263,0.737,48.66
625,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36471,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19381,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19432,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35225,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35224,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20793,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36507,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36508,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36509,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36510,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43988,6.0,3.0,3.0,2.0,5.263,0.737,48.66
648,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2172,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35133,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19076,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11451,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36758,6.0,3.0,3.0,2.0,5.263,0.737,48.66
44497,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5978,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19080,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19078,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19077,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10792,6.0,3.0,3.0,2.0,5.263,0.737,48.66
7709,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43867,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10808,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36784,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36787,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19055,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11466,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19043,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20974,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11468,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35016,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19023,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36742,6.0,3.0,3.0,2.0,5.263,0.737,48.66
7581,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19216,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35095,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36675,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36676,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10825,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35126,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19193,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19184,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35120,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43907,6.0,3.0,3.0,2.0,5.263,0.737,48.66
35103,6.0,3.0,3.0,2.0,5.263,0.737,48.66
11420,6.0,3.0,3.0,2.0,5.263,0.737,48.66
36731,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5951,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10814,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19158,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5959,6.0,3.0,3.0,2.0,5.263,0.737,48.66
43891,6.0,3.0,3.0,2.0,5.263,0.737,48.66
7706,6.0,3.0,3.0,2.0,5.263,0.737,48.66
20911,6.0,3.0,3.0,2.0,5.263,0.737,48.66
19123,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10810,6.0,3.0,3.0,2.0,5.263,0.737,48.66
38935,6.0,3.0,3.0,2.0,5.263,0.737,48.66
38930,6.0,3.0,3.0,2.0,5.263,0.737,48.66
16799,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13122,6.0,3.0,3.0,2.0,5.263,0.737,48.66
33239,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2940,6.0,3.0,3.0,2.0,5.263,0.737,48.66
33229,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2941,6.0,3.0,3.0,2.0,5.263,0.737,48.66
33223,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5171,6.0,3.0,3.0,2.0,5.263,0.737,48.66
33220,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13111,6.0,3.0,3.0,2.0,5.263,0.737,48.66
23035,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10081,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42350,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41015,6.0,3.0,3.0,2.0,5.263,0.737,48.66
45119,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41016,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14594,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41019,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13118,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41033,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41038,6.0,3.0,3.0,2.0,5.263,0.737,48.66
45124,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41041,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42351,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41005,6.0,3.0,3.0,2.0,5.263,0.737,48.66
6905,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42368,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14689,6.0,3.0,3.0,2.0,5.263,0.737,48.66
22965,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10102,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42378,6.0,3.0,3.0,2.0,5.263,0.737,48.66
22977,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42377,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14681,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14680,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40933,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13093,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40983,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13094,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40941,6.0,3.0,3.0,2.0,5.263,0.737,48.66
22990,6.0,3.0,3.0,2.0,5.263,0.737,48.66
1246,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5181,6.0,3.0,3.0,2.0,5.263,0.737,48.66
1245,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40980,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40981,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40982,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41044,6.0,3.0,3.0,2.0,5.263,0.737,48.66
23061,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14286,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41065,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10055,6.0,3.0,3.0,2.0,5.263,0.737,48.66
1207,6.0,3.0,3.0,2.0,5.263,0.737,48.66
1206,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42323,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41194,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41229,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14346,6.0,3.0,3.0,2.0,5.263,0.737,48.66
23123,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41234,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14341,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14338,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42306,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41257,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13189,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41266,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41270,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42285,6.0,3.0,3.0,2.0,5.263,0.737,48.66
1193,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14296,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2962,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5135,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5149,6.0,3.0,3.0,2.0,5.263,0.737,48.66
23100,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41189,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14481,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14540,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42347,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14525,6.0,3.0,3.0,2.0,5.263,0.737,48.66
6944,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13135,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14502,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41110,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14495,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13138,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14464,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14410,6.0,3.0,3.0,2.0,5.263,0.737,48.66
987,6.0,3.0,3.0,2.0,5.263,0.737,48.66
23083,6.0,3.0,3.0,2.0,5.263,0.737,48.66
23087,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41139,6.0,3.0,3.0,2.0,5.263,0.737,48.66
1214,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13156,6.0,3.0,3.0,2.0,5.263,0.737,48.66
41172,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13157,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14412,6.0,3.0,3.0,2.0,5.263,0.737,48.66
33285,6.0,3.0,3.0,2.0,5.263,0.737,48.66
22962,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5190,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42379,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40494,6.0,3.0,3.0,2.0,5.263,0.737,48.66
15094,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40540,6.0,3.0,3.0,2.0,5.263,0.737,48.66
22841,6.0,3.0,3.0,2.0,5.263,0.737,48.66
12934,6.0,3.0,3.0,2.0,5.263,0.737,48.66
7264,6.0,3.0,3.0,2.0,5.263,0.737,48.66
22853,6.0,3.0,3.0,2.0,5.263,0.737,48.66
10142,6.0,3.0,3.0,2.0,5.263,0.737,48.66
12948,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40604,6.0,3.0,3.0,2.0,5.263,0.737,48.66
12959,6.0,3.0,3.0,2.0,5.263,0.737,48.66
1330,6.0,3.0,3.0,2.0,5.263,0.737,48.66
5209,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40614,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42455,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40648,6.0,3.0,3.0,2.0,5.263,0.737,48.66
12978,6.0,3.0,3.0,2.0,5.263,0.737,48.66
33382,6.0,3.0,3.0,2.0,5.263,0.737,48.66
22871,6.0,3.0,3.0,2.0,5.263,0.737,48.66
45079,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40662,6.0,3.0,3.0,2.0,5.263,0.737,48.66
15116,6.0,3.0,3.0,2.0,5.263,0.737,48.66
12905,6.0,3.0,3.0,2.0,5.263,0.737,48.66
22826,6.0,3.0,3.0,2.0,5.263,0.737,48.66
15206,6.0,3.0,3.0,2.0,5.263,0.737,48.66
12862,6.0,3.0,3.0,2.0,5.263,0.737,48.66
33460,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42549,6.0,3.0,3.0,2.0,5.263,0.737,48.66
33459,6.0,3.0,3.0,2.0,5.263,0.737,48.66
16797,6.0,3.0,3.0,2.0,5.263,0.737,48.66
22800,6.0,3.0,3.0,2.0,5.263,0.737,48.66
7283,6.0,3.0,3.0,2.0,5.263,0.737,48.66
15208,6.0,3.0,3.0,2.0,5.263,0.737,48.66
45052,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42537,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40466,6.0,3.0,3.0,2.0,5.263,0.737,48.66
952,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40410,6.0,3.0,3.0,2.0,5.263,0.737,48.66
15165,6.0,3.0,3.0,2.0,5.263,0.737,48.66
953,6.0,3.0,3.0,2.0,5.263,0.737,48.66
1370,6.0,3.0,3.0,2.0,5.263,0.737,48.66
15148,6.0,3.0,3.0,2.0,5.263,0.737,48.66
15137,6.0,3.0,3.0,2.0,5.263,0.737,48.66
15133,6.0,3.0,3.0,2.0,5.263,0.737,48.66
33428,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14934,6.0,3.0,3.0,2.0,5.263,0.737,48.66
2908,6.0,3.0,3.0,2.0,5.263,0.737,48.66
40677,6.0,3.0,3.0,2.0,5.263,0.737,48.66
6875,6.0,3.0,3.0,2.0,5.263,0.737,48.66
13038,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14792,6.0,3.0,3.0,2.0,5.263,0.737,48.66
14789,6.0,3.0,3.0,2.0,5.263,0.737,48.66
42410,6.0,3.0,3.0,2.0,5.263,0.737,48.66
